[2023-08-21 09:13:17,872] Step 01 - Open URL 'https://demo.guru99.com/v4/'
[2023-08-21 09:56:28,167] Verify error message Customer ID field
[2023-08-21 09:56:28,363] OS name = windows 10
[2023-08-21 09:56:28,363] Driver instance name = chromedriver: chrome on windows (8d2cb570f45e684b6bbcc8a66d4e0539)
[2023-08-21 11:26:46,534] Step 01 - Open URL 'https://demo.guru99.com/v4/'
[2023-08-21 11:26:53,321] Step 02 - Input to USERID value mngr522589
[2023-08-21 11:26:53,564] Step 03 - Input to Password value epEhEgY
[2023-08-21 11:26:53,733] Step 04 - Click to login button
[2023-08-21 11:26:54,746] Verify Login successfully
[2023-08-21 11:26:54,992] NC1 01: Open New Customer Page
[2023-08-21 11:26:55,192] NC1 02: Enter to Customer Name ''
[2023-08-21 11:27:08,329] NC1 03: Press TAB to navigate next field
[2023-08-21 11:27:08,413] NC1 04: Verify error message is displayed
[2023-08-21 11:27:08,645] NC2 01: Enter to Customer Name value 'Acc1234'
[2023-08-21 11:27:08,894] NC2 02: Verify error message is displayed
[2023-08-21 11:27:09,014] NC3 01: Enter to Customer Name value '123123@##!'
[2023-08-21 11:27:09,253] NC3 02: Verify error message is displayed
[2023-08-21 11:27:09,373] N4 01: Enter to Customer Name value ' dsdsdsdsdsd'
[2023-08-21 11:27:09,625] N4 02: Verify error message is displayed
[2023-08-21 11:27:09,744] N5 01: Enter to Address value ''
[2023-08-21 11:27:09,954] N5 02: Press tab key to next field
[2023-08-21 11:27:10,034] N5 03: Verify error message is displayed
[2023-08-21 11:27:10,163] N6 01: Enter to Customer Name value ' dsdsdsdsdsd'
[2023-08-21 11:27:10,380] N6 02: Verify error message is displayed
[2023-08-21 11:27:10,497] N8 01: Enter to City value ''
[2023-08-21 11:27:10,716] N8 02: Press tab to navigate next field
[2023-08-21 11:27:10,802] N8 03: Verify error message is displayed
[2023-08-21 11:27:10,930] N9 01: Enter to City value '213123123'
[2023-08-21 11:27:11,161] N9 02: Verify error message is displayed
[2023-08-21 11:27:11,283] N10 01: Enter to City value '!@#@#!#@!#@#!@!#'
[2023-08-21 11:27:11,548] N10 02: Verify error message is displayed
[2023-08-21 11:27:11,672] N11 01: Enter to City value ' dsdsdsdsdsd'
[2023-08-21 11:27:11,913] N11 02: Verify error message is displayed
[2023-08-21 11:27:12,035] N12 01: Enter to State value ''
[2023-08-21 11:27:12,239] N12 02: Press tab to navigate next field
[2023-08-21 11:27:12,302] N12 03: Verify error message is displayed
[2023-08-21 11:27:12,433] N13 01: Enter to State value '123123123123'
[2023-08-21 11:27:12,656] N13 02: Verify error message is displayed
[2023-08-21 11:27:12,790] N14 01: Enter to State value '@&*!#^&*@!#^&'
[2023-08-21 11:27:13,058] N14 02: Verify error message is displayed
[2023-08-21 11:27:13,182] N15 01: Enter to State value ' dsdsdsdsdsd'
[2023-08-21 11:27:13,403] N15 02: Verify error message is displayed
[2023-08-21 11:27:13,526] N16 01: Enter to PIN value ''
[2023-08-21 11:27:13,744] N16 02: Press Tab to navigate next field
[2023-08-21 11:27:13,813] N16 02: Verify error message is displayed
[2023-08-21 11:27:13,929] N17 01: Enter to PIN value '123PIN'
[2023-08-21 11:27:14,158] N17 02: Verify error message is displayed
[2023-08-21 11:27:14,287] N18 01: Enter to PIN value '12345'
[2023-08-21 11:27:14,529] N18 02: Verify error message is displayed
[2023-08-21 11:27:14,653] N19 01: Enter to PIN value '123$$$$'
[2023-08-21 11:27:14,881] N19 02: Verify error message is displayed
[2023-08-21 11:27:15,008] NC20 01: Enter to PIN value ' sadsadsad'
[2023-08-21 11:27:15,220] NC20 02: Verify error message is displayed
[2023-08-21 11:27:15,346] NC21 01: Enter to PIN value '23 454'
[2023-08-21 11:27:15,593] NC21 02: Verify error message is displayed
[2023-08-21 11:27:15,717] NC22 01: Enter to Telephone value ''
[2023-08-21 11:27:15,918] NC22 02: Press Tab to navigate next field
[2023-08-21 11:27:15,991] NC22 03: Verify error message is displayed
[2023-08-21 11:27:16,107] NC23 01: Enter to PIN value ' sadsfsdfsdfsdf'
[2023-08-21 11:27:16,347] NC23 02: Verify error message is displayed
[2023-08-21 11:27:16,465] NC24 01: Enter to Telephone value '12312 34435'
[2023-08-21 11:27:16,691] NC24 02: Verify error message is displayed
[2023-08-21 11:27:16,809] NC25 01: Enter to Telephone value '13123@##'
[2023-08-21 11:27:17,024] NC25 02: Verify error message is displayed
[2023-08-21 11:27:17,152] NC26 01: Enter to Email value ''
[2023-08-21 11:27:17,367] NC26 01: Press Tab to navigate next field
[2023-08-21 11:27:17,436] NC26 03: Verify error message is displayed
[2023-08-21 11:27:17,572] NC27 01: Enter to Email value '13123@##'
[2023-08-21 11:27:17,848] NC27 02: Verify error message is displayed
[2023-08-21 11:27:17,976] NC29 01: Enter to Email value ' asdasdasdasd'
[2023-08-21 11:27:18,210] NC29 02: Verify error message is displayed
[2023-08-21 11:27:18,335] NC31 01: Enter to Customer Name value is: 'Monroe Hayes Jr.'
[2023-08-21 11:27:18,569] NC31 01: Select to Gender value is: 'Female'
[2023-08-21 11:27:18,717] NC31 01: Enter to Date of birth value is: 08
[2023-08-21 11:27:48,914] OS name = windows 10
[2023-08-21 11:27:48,915] Driver instance name = chromedriver: chrome on windows (0485e9a9c3006d80481a28bfc34f2d74)
[2023-08-21 11:30:57,551] Step 01 - Open URL 'https://demo.guru99.com/v4/'
[2023-08-21 11:31:03,444] Step 02 - Input to USERID value mngr522589
[2023-08-21 11:31:03,682] Step 03 - Input to Password value epEhEgY
[2023-08-21 11:31:03,848] Step 04 - Click to login button
[2023-08-21 11:31:04,871] Verify Login successfully
[2023-08-21 11:31:05,094] NC1 01: Open New Customer Page
[2023-08-21 11:31:05,712] NC1 02: Enter to Customer Name ''
[2023-08-21 11:31:05,869] NC1 03: Press TAB to navigate next field
[2023-08-21 11:31:05,933] NC1 04: Verify error message is displayed
[2023-08-21 11:31:06,243] NC2 01: Enter to Customer Name value 'Acc1234'
[2023-08-21 11:31:06,431] NC2 02: Verify error message is displayed
[2023-08-21 11:31:06,524] NC3 01: Enter to Customer Name value '123123@##!'
[2023-08-21 11:31:06,684] NC3 02: Verify error message is displayed
[2023-08-21 11:31:06,770] N4 01: Enter to Customer Name value ' dsdsdsdsdsd'
[2023-08-21 11:31:06,938] N4 02: Verify error message is displayed
[2023-08-21 11:31:07,017] N5 01: Enter to Address value ''
[2023-08-21 11:31:07,154] N5 02: Press tab key to next field
[2023-08-21 11:31:07,202] N5 03: Verify error message is displayed
[2023-08-21 11:31:07,294] N6 01: Enter to Customer Name value ' dsdsdsdsdsd'
[2023-08-21 11:31:07,446] N6 02: Verify error message is displayed
[2023-08-21 11:31:07,526] N8 01: Enter to City value ''
[2023-08-21 11:31:07,679] N8 02: Press tab to navigate next field
[2023-08-21 11:31:07,725] N8 03: Verify error message is displayed
[2023-08-21 11:31:07,803] N9 01: Enter to City value '213123123'
[2023-08-21 11:31:07,952] N9 02: Verify error message is displayed
[2023-08-21 11:31:08,039] N10 01: Enter to City value '!@#@#!#@!#@#!@!#'
[2023-08-21 11:31:08,215] N10 02: Verify error message is displayed
[2023-08-21 11:31:08,301] N11 01: Enter to City value ' dsdsdsdsdsd'
[2023-08-21 11:31:08,469] N11 02: Verify error message is displayed
[2023-08-21 11:31:08,566] N12 01: Enter to State value ''
[2023-08-21 11:31:08,711] N12 02: Press tab to navigate next field
[2023-08-21 11:31:08,765] N12 03: Verify error message is displayed
[2023-08-21 11:31:08,859] N13 01: Enter to State value '123123123123'
[2023-08-21 11:31:09,001] N13 02: Verify error message is displayed
[2023-08-21 11:31:09,092] N14 01: Enter to State value '@&*!#^&*@!#^&'
[2023-08-21 11:31:09,244] N14 02: Verify error message is displayed
[2023-08-21 11:31:09,313] N15 01: Enter to State value ' dsdsdsdsdsd'
[2023-08-21 11:31:09,468] N15 02: Verify error message is displayed
[2023-08-21 11:31:09,549] N16 01: Enter to PIN value ''
[2023-08-21 11:31:09,703] N16 02: Press Tab to navigate next field
[2023-08-21 11:31:09,751] N16 02: Verify error message is displayed
[2023-08-21 11:31:09,830] N17 01: Enter to PIN value '123PIN'
[2023-08-21 11:31:09,960] N17 02: Verify error message is displayed
[2023-08-21 11:31:10,054] N18 01: Enter to PIN value '12345'
[2023-08-21 11:31:10,194] N18 02: Verify error message is displayed
[2023-08-21 11:31:10,283] N19 01: Enter to PIN value '123$$$$'
[2023-08-21 11:31:10,415] N19 02: Verify error message is displayed
[2023-08-21 11:31:10,501] NC20 01: Enter to PIN value ' sadsadsad'
[2023-08-21 11:31:10,634] NC20 02: Verify error message is displayed
[2023-08-21 11:31:10,719] NC21 01: Enter to PIN value '23 454'
