[2023-08-21 17:02:58,865] Step 01 - Open URL 'https://demo.guru99.com/v4/'
[2023-08-21 17:03:27,585] Step 01 - Send key to State field value: !@#$$$@!
[2023-08-21 17:03:27,733] Step 02 - Verify Error Message State displayed
[2023-08-21 17:03:27,814] Step 01 - Send key to PIN field value: 
[2023-08-21 17:03:27,950] Step 02 - Press Tab to navigate next field at State Field
[2023-08-21 17:03:27,997] Step 03 - Verify Error Message PIN displayed
[2023-08-21 17:03:28,064] Step 01 - Send key to PIN field value: 1234AB
[2023-08-21 17:03:28,196] Step 02 - Verify Error Message PIN displayed
[2023-08-21 17:03:28,283] Step 01 - Send key to PIN field value: !@#$$$@!
[2023-08-21 17:03:28,419] Step 02 - Verify Error Message PIN displayed
[2023-08-21 17:03:28,501] Step 01 - Send key to PIN field value: 1234
[2023-08-21 17:03:28,628] Step 02 - Verify Error Message PIN displayed
[2023-08-21 17:03:28,703] Step 01 - Send key to TelePhone field value: !@#$$$@!
[2023-08-21 17:03:28,839] Step 02 - Verify Error Message TelePhone displayed
[2023-08-21 17:03:28,922] Step 01 - Send key to TelePhone field value: ''
[2023-08-21 17:03:29,040] Step 02 - Verify Error Message TelePhone displayed
[2023-08-21 17:03:29,126] Step 01 - Send key to Email field value: ''
[2023-08-21 17:03:29,284] Step 02 - Verify Error Message PIN displayed
[2023-08-21 17:03:29,375] Step 01 - Send key to TelePhone field value: guru99@gmail
[2023-08-21 17:03:29,495] Step 02 - Verify Error Message Email displayed
[2023-08-21 17:03:29,575] OS name = windows 10
[2023-08-21 17:03:29,575] Driver instance name = chromedriver: chrome on windows (33150a15108adef423964ed321b85227)
[2023-08-21 17:03:29,942] Step 01 - Open URL 'https://demo.guru99.com/v4/'
[2023-08-21 17:03:33,780] Step 02 - Input to USERID value mngr522589
[2023-08-21 17:03:34,028] Step 03 - Input to Password value epEhEgY
[2023-08-21 17:03:34,176] Step 04 - Click to login button
[2023-08-21 17:03:35,161] Step 05 - Verify Login successfully
[2023-08-21 17:03:35,250] Open Delete customer page
[2023-08-21 17:03:36,106] Step 01 - Enter to customer ID value: ''
[2023-08-21 17:03:36,276] Step 02 - Press tab to navigate next field
[2023-08-21 17:03:36,322] Step 03 - Verify error message displayed
[2023-08-21 17:03:36,467] Step 01 - Enter to customer ID value: 'Acc12344'
[2023-08-21 17:03:36,621] Step 02 - Verify error message displayed
[2023-08-21 17:03:36,687] Step 01 - Enter to customer ID value: '!@#$$$$'
[2023-08-21 17:03:36,818] Step 02 - Verify error message displayed
[2023-08-21 17:03:36,917] Step 01 - Enter to customer ID value: '123 2323'
[2023-08-21 17:03:37,042] Step 02 - Verify error message displayed
[2023-08-21 17:03:37,116] Step 01 - Enter to customer ID value: ' '
[2023-08-21 17:03:37,233] Step 02 - Verify error message displayed
[2023-08-21 17:03:37,315] OS name = windows 10
[2023-08-21 17:03:37,315] Driver instance name = chromedriver: chrome on windows (7f2ad17bf09d63214ca174c1b9e31747)
